county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,county_full_with_state
Martin,Martin,Martin County,37117,NC,North Carolina,35.8432,-77.1092,21992,"Martin County, NC"
Seward,Seward,Seward County,20175,KS,Kansas,37.1933,-100.8513,21942,"Seward County, KS"
Jo Daviess,Jo Daviess,Jo Daviess County,17085,IL,Illinois,42.3658,-90.2126,21942,"Jo Daviess County, IL"
Prince Edward,Prince Edward,Prince Edward County,51147,VA,Virginia,37.2243,-78.4411,21922,"Prince Edward County, VA"
Scott,Scott,Scott County,47151,TN,Tennessee,36.4285,-84.5035,21917,"Scott County, TN"
Lampasas,Lampasas,Lampasas County,48281,TX,Texas,31.1962,-98.2415,21829,"Lampasas County, TX"
Wyandot,Wyandot,Wyandot County,39175,OH,Ohio,40.8424,-83.3044,21818,"Wyandot County, OH"
Colusa,Colusa,Colusa County,6011,CA,California,39.1775,-122.237,21811,"Colusa County, CA"
Tippah,Tippah,Tippah County,28139,MS,Mississippi,34.7684,-88.9089,21769,"Tippah County, MS"
McDuffie,McDuffie,McDuffie County,13189,GA,Georgia,33.4828,-82.4814,21715,"McDuffie County, GA"
Boone,Boone,Boone County,54005,WV,West Virginia,38.023,-81.7112,21705,"Boone County, WV"
Sevier,Sevier,Sevier County,49041,UT,Utah,38.7477,-111.8046,21667,"Sevier County, UT"
Gage,Gage,Gage County,31067,NE,Nebraska,40.2619,-96.6894,21654,"Gage County, NE"
Llano,Llano,Llano County,48299,TX,Texas,30.7058,-98.6841,21637,"Llano County, TX"
Mitchell,Mitchell,Mitchell County,13205,GA,Georgia,31.2253,-84.1943,21634,"Mitchell County, GA"
Hertford,Hertford,Hertford County,37091,NC,North Carolina,36.3591,-76.982,21633,"Hertford County, NC"
Minidoka,Minidoka,Minidoka County,16067,ID,Idaho,42.8543,-113.6375,21626,"Minidoka County, ID"
Stutsman,Stutsman,Stutsman County,38093,ND,North Dakota,46.9793,-98.9588,21609,"Stutsman County, ND"
Scott,Scott,Scott County,51169,VA,Virginia,36.7143,-82.6029,21536,"Scott County, VA"
Gaines,Gaines,Gaines County,48165,TX,Texas,32.7408,-102.6352,21523,"Gaines County, TX"
Hockley,Hockley,Hockley County,48219,TX,Texas,33.6076,-102.3432,21495,"Hockley County, TX"
Letcher,Letcher,Letcher County,21133,KY,Kentucky,37.1212,-82.8553,21490,"Letcher County, KY"
Hubbard,Hubbard,Hubbard County,27057,MN,Minnesota,47.1086,-94.9166,21479,"Hubbard County, MN"
Grenada,Grenada,Grenada County,28043,MS,Mississippi,33.7699,-89.8019,21474,"Grenada County, MS"
Clark,Clark,Clark County,5019,AR,Arkansas,34.051,-93.1764,21469,"Clark County, AR"
Fayette,Fayette,Fayette County,17051,IL,Illinois,39.0002,-89.0241,21464,"Fayette County, IL"
Jersey,Jersey,Jersey County,17083,IL,Illinois,39.0855,-90.3565,21462,"Jersey County, IL"
Wabasha,Wabasha,Wabasha County,27157,MN,Minnesota,44.2843,-92.2303,21460,"Wabasha County, MN"
Taylor,Taylor,Taylor County,12123,FL,Florida,30.047,-83.6035,21421,"Taylor County, FL"
Madison,Madison,Madison County,37115,NC,North Carolina,35.858,-82.7058,21414,"Madison County, NC"
Owen,Owen,Owen County,18119,IN,Indiana,39.3128,-86.8377,21361,"Owen County, IN"
Leake,Leake,Leake County,28079,MS,Mississippi,32.7535,-89.524,21335,"Leake County, MS"
Dakota,Dakota,Dakota County,31043,NE,Nebraska,42.3911,-96.5645,21308,"Dakota County, NE"
Logan,Logan,Logan County,8075,CO,Colorado,40.7247,-103.1101,21302,"Logan County, CO"
Moore,Moore,Moore County,48341,TX,Texas,35.8377,-101.893,21284,"Moore County, TX"
Newton,Newton,Newton County,28101,MS,Mississippi,32.4002,-89.1188,21275,"Newton County, MS"
Gray,Gray,Gray County,48179,TX,Texas,35.4012,-100.8126,21272,"Gray County, TX"
Coahoma,Coahoma,Coahoma County,28027,MS,Mississippi,34.23,-90.6018,21264,"Coahoma County, MS"
Fillmore,Fillmore,Fillmore County,27045,MN,Minnesota,43.674,-92.0902,21251,"Fillmore County, MN"
Logan,Logan,Logan County,5083,AR,Arkansas,35.2149,-93.7166,21247,"Logan County, AR"
Wyoming,Wyoming,Wyoming County,54109,WV,West Virginia,37.6096,-81.5492,21237,"Wyoming County, WV"
Bandera,Bandera,Bandera County,48019,TX,Texas,29.7472,-99.2463,21182,"Bandera County, TX"
Morgan,Morgan,Morgan County,29141,MO,Missouri,38.4237,-92.886,21169,"Morgan County, MO"
Clinton,Clinton,Clinton County,29049,MO,Missouri,39.6018,-94.4046,21155,"Clinton County, MO"
Texas,Texas,Texas County,40139,OK,Oklahoma,36.7479,-101.4901,21144,"Texas County, OK"
Nodaway,Nodaway,Nodaway County,29147,MO,Missouri,40.3608,-94.8834,21140,"Nodaway County, MO"
Morgan,Morgan,Morgan County,47129,TN,Tennessee,36.135,-84.6492,21124,"Morgan County, TN"
Assumption,Assumption,Assumption Parish,22007,LA,Louisiana,29.9024,-91.0608,21067,"Assumption Parish, LA"
Union,Union,Union Parish,22111,LA,Louisiana,32.8318,-92.3748,21049,"Union Parish, LA"
Shelby,Shelby,Shelby County,17173,IL,Illinois,39.3911,-88.8055,21042,"Shelby County, IL"
Perry,Perry,Perry County,17145,IL,Illinois,38.0837,-89.367,20996,"Perry County, IL"
Jackson,Jackson,Jackson County,55053,WI,Wisconsin,44.3192,-90.8052,20958,"Jackson County, WI"
Fairfield,Fairfield,Fairfield County,45039,SC,South Carolina,34.3951,-81.1212,20942,"Fairfield County, SC"
Dodge,Dodge,Dodge County,27039,MN,Minnesota,44.0226,-92.8621,20893,"Dodge County, MN"
Washington,Washington,Washington County,31177,NE,Nebraska,41.5311,-96.222,20884,"Washington County, NE"
Ogemaw,Ogemaw,Ogemaw County,26129,MI,Michigan,44.335,-84.1264,20820,"Ogemaw County, MI"
Sullivan,Sullivan,Sullivan County,18153,IN,Indiana,39.0888,-87.4147,20791,"Sullivan County, IN"
Conway,Conway,Conway County,5029,AR,Arkansas,35.2624,-92.7014,20782,"Conway County, AR"
Allen,Allen,Allen County,21003,KY,Kentucky,36.7513,-86.1904,20773,"Allen County, KY"
Jones,Jones,Jones County,19105,IA,Iowa,42.1212,-91.1315,20733,"Jones County, IA"
Adams,Adams,Adams County,55001,WI,Wisconsin,43.9696,-89.7704,20730,"Adams County, WI"
Carroll,Carroll,Carroll County,19027,IA,Iowa,42.0362,-94.8605,20728,"Carroll County, IA"
Worth,Worth,Worth County,13321,GA,Georgia,31.5515,-83.8509,20706,"Worth County, GA"
Buena Vista,Buena Vista,Buena Vista County,19021,IA,Iowa,42.7355,-95.1511,20687,"Buena Vista County, IA"
Meriwether,Meriwether,Meriwether County,13199,GA,Georgia,33.0406,-84.6883,20679,"Meriwether County, GA"
Barnwell,Barnwell,Barnwell County,45011,SC,South Carolina,33.2661,-81.4349,20653,"Barnwell County, SC"
Pointe Coupee,Pointe Coupee,Pointe Coupee Parish,22077,LA,Louisiana,30.7095,-91.6008,20652,"Pointe Coupee Parish, LA"
Buchanan,Buchanan,Buchanan County,19019,IA,Iowa,42.4708,-91.8379,20631,"Buchanan County, IA"
Greene,Greene,Greene County,51079,VA,Virginia,38.2976,-78.4669,20631,"Greene County, VA"
Hutchinson,Hutchinson,Hutchinson County,48233,TX,Texas,35.84,-101.3547,20595,"Hutchinson County, TX"
Colorado,Colorado,Colorado County,48089,TX,Texas,29.6208,-96.5263,20582,"Colorado County, TX"
Kewaunee,Kewaunee,Kewaunee County,55061,WI,Wisconsin,44.5161,-87.6153,20570,"Kewaunee County, WI"
Adams,Adams,Adams County,53001,WA,Washington,46.9834,-118.5606,20557,"Adams County, WA"
Uinta,Uinta,Uinta County,56041,WY,Wyoming,41.2876,-110.5476,20546,"Uinta County, WY"
Dukes,Dukes,Dukes County,25007,MA,Massachusetts,41.3961,-70.65,20543,"Dukes County, MA"
Breckinridge,Breckinridge,Breckinridge County,21027,KY,Kentucky,37.7733,-86.4293,20528,"Breckinridge County, KY"
Jay,Jay,Jay County,18075,IN,Indiana,40.438,-85.0057,20451,"Jay County, IN"
Henry,Henry,Henry County,19087,IA,Iowa,40.988,-91.5445,20436,"Henry County, IA"
Fulton,Fulton,Fulton County,18049,IN,Indiana,41.047,-86.2635,20420,"Fulton County, IN"
Woodward,Woodward,Woodward County,40153,OK,Oklahoma,36.4227,-99.2651,20411,"Woodward County, OK"
Lincoln,Lincoln,Lincoln County,54043,WV,West Virginia,38.1753,-82.0704,20410,"Lincoln County, WV"
Greene,Greene,Greene County,37079,NC,North Carolina,35.485,-77.6758,20407,"Greene County, NC"
Carroll,Carroll,Carroll County,18015,IN,Indiana,40.5828,-86.5635,20397,"Carroll County, IN"
Lavaca,Lavaca,Lavaca County,48285,TX,Texas,29.3843,-96.9302,20379,"Lavaca County, TX"
Yell,Yell,Yell County,5149,AR,Arkansas,35.0026,-93.4108,20342,"Yell County, AR"
Carbon,Carbon,Carbon County,49007,UT,Utah,39.6481,-110.5887,20338,"Carbon County, UT"
Clay,Clay,Clay County,21051,KY,Kentucky,37.1597,-83.7146,20322,"Clay County, KY"
Willacy,Willacy,Willacy County,48489,TX,Texas,26.4693,-97.6632,20308,"Willacy County, TX"
Crisp,Crisp,Crisp County,13081,GA,Georgia,31.9229,-83.7681,20255,"Crisp County, GA"
Buchanan,Buchanan,Buchanan County,51027,VA,Virginia,37.2666,-82.036,20246,"Buchanan County, VA"
Bourbon,Bourbon,Bourbon County,21017,KY,Kentucky,38.2067,-84.2172,20228,"Bourbon County, KY"
Lincoln,Lincoln,Lincoln County,35027,NM,New Mexico,33.7453,-105.4593,20222,"Lincoln County, NM"
DeKalb,DeKalb,DeKalb County,47041,TN,Tennessee,35.9799,-85.8328,20209,"DeKalb County, TN"
Montague,Montague,Montague County,48337,TX,Texas,33.6757,-97.7246,20197,"Montague County, TX"
Morgan,Morgan,Morgan County,13211,GA,Georgia,33.5908,-83.4924,20171,"Morgan County, GA"
Lincoln,Lincoln,Lincoln County,30053,MT,Montana,48.5425,-115.4051,20157,"Lincoln County, MT"
Calhoun,Calhoun,Calhoun County,48057,TX,Texas,28.5074,-96.6018,20127,"Calhoun County, TX"
Labette,Labette,Labette County,20099,KS,Kansas,37.1913,-95.2976,20096,"Labette County, KS"
St. James,St. James,St. James Parish,22093,LA,Louisiana,30.027,-90.7931,20090,"St. James Parish, LA"
Winneshiek,Winneshiek,Winneshiek County,19191,IA,Iowa,43.2907,-91.8437,20050,"Winneshiek County, IA"
Hempstead,Hempstead,Hempstead County,5057,AR,Arkansas,33.7354,-93.6684,20037,"Hempstead County, AR"
Smith,Smith,Smith County,47159,TN,Tennessee,36.2505,-85.9567,20034,"Smith County, TN"
Richland,Richland,Richland Parish,22083,LA,Louisiana,32.4178,-91.7635,20028,"Richland Parish, LA"
Taylor,Taylor,Taylor County,55119,WI,Wisconsin,45.2116,-90.5012,19979,"Taylor County, WI"
Dodge,Dodge,Dodge County,13091,GA,Georgia,32.1722,-83.1684,19977,"Dodge County, GA"
Washington,Washington,Washington County,13303,GA,Georgia,32.9695,-82.7959,19975,"Washington County, GA"
Davison,Davison,Davison County,46035,SD,South Dakota,43.6747,-98.146,19966,"Davison County, SD"
Tyler,Tyler,Tyler County,48457,TX,Texas,30.7712,-94.3766,19962,"Tyler County, TX"
Martin,Martin,Martin County,27091,MN,Minnesota,43.6744,-94.5511,19960,"Martin County, MN"
Spencer,Spencer,Spencer County,18147,IN,Indiana,38.0141,-87.0077,19935,"Spencer County, IN"
Union,Union,Union County,47173,TN,Tennessee,36.2879,-83.8375,19860,"Union County, TN"
DeWitt,DeWitt,DeWitt County,48123,TX,Texas,29.0821,-97.3567,19826,"DeWitt County, TX"
Pierce,Pierce,Pierce County,13229,GA,Georgia,31.3588,-82.2128,19822,"Pierce County, GA"
Monroe,Monroe,Monroe County,1099,AL,Alabama,31.5709,-87.3654,19816,"Monroe County, AL"
Lincoln,Lincoln,Lincoln County,56023,WY,Wyoming,42.2639,-110.656,19794,"Lincoln County, WY"
Duchesne,Duchesne,Duchesne County,49013,UT,Utah,40.2982,-110.4252,19779,"Duchesne County, UT"
Vernon,Vernon,Vernon County,29217,MO,Missouri,37.8506,-94.3424,19777,"Vernon County, MO"
Orange,Orange,Orange County,18117,IN,Indiana,38.5418,-86.4951,19768,"Orange County, IN"
Wayne,Wayne,Wayne County,28153,MS,Mississippi,31.6408,-88.6958,19760,"Wayne County, MS"
Jones,Jones,Jones County,48253,TX,Texas,32.7399,-99.8788,19758,"Jones County, TX"
Franklin,Franklin,Franklin Parish,22041,LA,Louisiana,32.1333,-91.6738,19752,"Franklin Parish, LA"
Gonzales,Gonzales,Gonzales County,48177,TX,Texas,29.4567,-97.4925,19736,"Gonzales County, TX"
Adair,Adair,Adair County,40001,OK,Oklahoma,35.8839,-94.6587,19726,"Adair County, OK"
Douglas,Douglas,Douglas County,17041,IL,Illinois,39.7694,-88.2173,19714,"Douglas County, IL"
Wayne,Wayne,Wayne County,21231,KY,Kentucky,36.8013,-84.8286,19666,"Wayne County, KY"
Plumas,Plumas,Plumas County,6063,CA,California,40.0046,-120.8385,19650,"Plumas County, CA"
Marion,Marion,Marion County,21155,KY,Kentucky,37.5525,-85.2696,19627,"Marion County, KY"
Benton,Benton,Benton County,29015,MO,Missouri,38.2949,-93.2879,19616,"Benton County, MO"
Freestone,Freestone,Freestone County,48161,TX,Texas,31.7049,-96.1491,19599,"Freestone County, TX"
Simpson,Simpson,Simpson County,21213,KY,Kentucky,36.742,-86.5823,19574,"Simpson County, KY"
Elbert,Elbert,Elbert County,13105,GA,Georgia,34.1168,-82.8401,19570,"Elbert County, GA"
Chaffee,Chaffee,Chaffee County,8015,CO,Colorado,38.747,-106.1941,19564,"Chaffee County, CO"
Spencer,Spencer,Spencer County,21215,KY,Kentucky,38.0325,-85.3278,19549,"Spencer County, KY"
Polk,Polk,Polk County,37149,NC,North Carolina,35.2793,-82.1697,19538,"Polk County, NC"
Holmes,Holmes,Holmes County,12059,FL,Florida,30.8679,-85.814,19529,"Holmes County, FL"
Fayette,Fayette,Fayette County,19065,IA,Iowa,42.8626,-91.8444,19519,"Fayette County, IA"
Langlade,Langlade,Langlade County,55067,WI,Wisconsin,45.2623,-89.0719,19512,"Langlade County, WI"
Jackson,Jackson,Jackson County,19097,IA,Iowa,42.1717,-90.5743,19470,"Jackson County, IA"
East Feliciana,East Feliciana,East Feliciana Parish,22037,LA,Louisiana,30.8451,-91.0455,19452,"East Feliciana Parish, LA"
Polk,Polk,Polk County,5113,AR,Arkansas,34.4858,-94.2282,19384,"Polk County, AR"
Cherokee,Cherokee,Cherokee County,20021,KS,Kansas,37.1693,-94.8463,19380,"Cherokee County, KS"
Hart,Hart,Hart County,21099,KY,Kentucky,37.2999,-85.8847,19345,"Hart County, KY"
Kent,Kent,Kent County,24029,MD,Maryland,39.2545,-76.04,19289,"Kent County, MD"
Los Alamos,Los Alamos,Los Alamos County,35028,NM,New Mexico,35.8693,-106.3073,19253,"Los Alamos County, NM"
Gem,Gem,Gem County,16045,ID,Idaho,44.0615,-116.3975,19250,"Gem County, ID"
Macon,Macon,Macon County,1087,AL,Alabama,32.3859,-85.6926,19198,"Macon County, AL"
Perry,Perry,Perry County,18123,IN,Indiana,38.0797,-86.638,19186,"Perry County, IN"
Marengo,Marengo,Marengo County,1091,AL,Alabama,32.2477,-87.7895,19180,"Marengo County, AL"
McIntosh,McIntosh,McIntosh County,40091,OK,Oklahoma,35.3736,-95.6668,19159,"McIntosh County, OK"
Pike,Pike,Pike County,13231,GA,Georgia,33.0923,-84.3892,19145,"Pike County, GA"
Roosevelt,Roosevelt,Roosevelt County,35041,NM,New Mexico,34.0212,-103.48,19142,"Roosevelt County, NM"
Green Lake,Green Lake,Green Lake County,55047,WI,Wisconsin,43.8004,-89.0449,19093,"Green Lake County, WI"
Beadle,Beadle,Beadle County,46005,SD,South Dakota,44.4145,-98.2781,19089,"Beadle County, SD"
Humphreys,Humphreys,Humphreys County,47085,TN,Tennessee,36.0408,-87.7756,19032,"Humphreys County, TN"
Greene,Greene,Greene County,13133,GA,Georgia,33.5788,-83.1667,19020,"Greene County, GA"
Ashley,Ashley,Ashley County,5003,AR,Arkansas,33.1912,-91.7685,19018,"Ashley County, AR"
Butler,Butler,Butler County,1013,AL,Alabama,31.7524,-86.6803,18981,"Butler County, AL"
Perry,Perry,Perry County,29157,MO,Missouri,37.7072,-89.8244,18970,"Perry County, MO"
Waseca,Waseca,Waseca County,27161,MN,Minnesota,44.0221,-93.5873,18953,"Waseca County, MN"
Saluda,Saluda,Saluda County,45081,SC,South Carolina,34.0061,-81.7268,18952,"Saluda County, SC"
Pickens,Pickens,Pickens County,1107,AL,Alabama,33.2808,-88.0887,18925,"Pickens County, AL"
McDowell,McDowell,McDowell County,54047,WV,West Virginia,37.3785,-81.6536,18911,"McDowell County, WV"
Hampton,Hampton,Hampton County,45049,SC,South Carolina,32.7763,-81.1407,18890,"Hampton County, SC"
Adair,Adair,Adair County,21001,KY,Kentucky,37.1042,-85.2806,18887,"Adair County, KY"
Tishomingo,Tishomingo,Tishomingo County,28141,MS,Mississippi,34.7404,-88.2393,18837,"Tishomingo County, MS"
Inyo,Inyo,Inyo County,6027,CA,California,36.5111,-117.4107,18829,"Inyo County, CA"
Paulding,Paulding,Paulding County,39125,OH,Ohio,41.1166,-84.5802,18827,"Paulding County, OH"
Houston,Houston,Houston County,27055,MN,Minnesota,43.6714,-91.4929,18826,"Houston County, MN"
Harrison,Harrison,Harrison County,21097,KY,Kentucky,38.4418,-84.3314,18803,"Harrison County, KY"
Warren,Warren,Warren County,37185,NC,North Carolina,36.3965,-78.1067,18803,"Warren County, NC"
Crawford,Crawford,Crawford County,17033,IL,Illinois,39.0027,-87.7596,18729,"Crawford County, IL"
Concordia,Concordia,Concordia Parish,22029,LA,Louisiana,31.4459,-91.6401,18677,"Concordia Parish, LA"
Lamar,Lamar,Lamar County,13171,GA,Georgia,33.0765,-84.1395,18676,"Lamar County, GA"
Fentress,Fentress,Fentress County,47049,TN,Tennessee,36.3805,-84.9324,18642,"Fentress County, TN"
Randolph,Randolph,Randolph County,5121,AR,Arkansas,36.3415,-91.0276,18619,"Randolph County, AR"
Poweshiek,Poweshiek,Poweshiek County,19157,IA,Iowa,41.6864,-92.5315,18608,"Poweshiek County, IA"
Clay,Clay,Clay County,28025,MS,Mississippi,33.6556,-88.7816,18598,"Clay County, MS"
Deaf Smith,Deaf Smith,Deaf Smith County,48117,TX,Texas,34.966,-102.605,18585,"Deaf Smith County, TX"
Otero,Otero,Otero County,8089,CO,Colorado,37.9026,-103.7165,18580,"Otero County, CO"
Bethel,Bethel,Bethel Census Area,2050,AK,Alaska,60.9132,-159.8186,18538,"Bethel Census Area, AK"
Yancey,Yancey,Yancey County,37199,NC,North Carolina,35.8989,-82.3076,18538,"Yancey County, NC"
Ste. Genevieve,Ste. Genevieve,Ste. Genevieve County,29186,MO,Missouri,37.8945,-90.1944,18494,"Ste. Genevieve County, MO"
Dickinson,Dickinson,Dickinson County,20041,KS,Kansas,38.8665,-97.1527,18492,"Dickinson County, KS"
Westmoreland,Westmoreland,Westmoreland County,51193,VA,Virginia,38.112,-76.8042,18480,"Westmoreland County, VA"
Cedar,Cedar,Cedar County,19031,IA,Iowa,41.7723,-91.1324,18479,"Cedar County, IA"
Wright,Wright,Wright County,29229,MO,Missouri,37.2702,-92.4687,18475,"Wright County, MO"
Appling,Appling,Appling County,13001,GA,Georgia,31.7492,-82.2889,18441,"Appling County, GA"
Bosque,Bosque,Bosque County,48035,TX,Texas,31.9004,-97.6343,18404,"Bosque County, TX"
Jefferson,Jefferson,Jefferson County,20087,KS,Kansas,39.2358,-95.3834,18387,"Jefferson County, KS"
Banks,Banks,Banks County,13011,GA,Georgia,34.3543,-83.4972,18381,"Banks County, GA"
Andrews,Andrews,Andrews County,48003,TX,Texas,32.305,-102.6377,18362,"Andrews County, TX"
Stone,Stone,Stone County,28131,MS,Mississippi,30.79,-89.1177,18360,"Stone County, MS"
Covington,Covington,Covington County,28031,MS,Mississippi,31.6332,-89.5526,18323,"Covington County, MS"
Berrien,Berrien,Berrien County,13019,GA,Georgia,31.276,-83.2296,18187,"Berrien County, GA"
Montour,Montour,Montour County,42093,PA,Pennsylvania,41.0279,-76.6586,18165,"Montour County, PA"
Colonial Heights,Colonial Heights,Colonial Heights City,51570,VA,Virginia,37.265,-77.3969,18158,"Colonial Heights City, VA"
Frio,Frio,Frio County,48163,TX,Texas,28.8678,-99.1082,18151,"Frio County, TX"
Brantley,Brantley,Brantley County,13025,GA,Georgia,31.1969,-81.9819,18105,"Brantley County, GA"
Gilchrist,Gilchrist,Gilchrist County,12041,FL,Florida,29.7258,-82.8004,18070,"Gilchrist County, FL"
Andrew,Andrew,Andrew County,29003,MO,Missouri,39.9835,-94.8021,18069,"Andrew County, MO"
Benzie,Benzie,Benzie County,26019,MI,Michigan,44.6387,-86.0155,18058,"Benzie County, MI"
Sawyer,Sawyer,Sawyer County,55113,WI,Wisconsin,45.88,-91.1446,18057,"Sawyer County, WI"
Grant,Grant,Grant County,5053,AR,Arkansas,34.29,-92.4237,18022,"Grant County, AR"
Russell,Russell,Russell County,21207,KY,Kentucky,36.9911,-85.0587,18021,"Russell County, KY"
Southampton,Southampton,Southampton County,51175,VA,Virginia,36.7204,-77.1061,18003,"Southampton County, VA"
San Juan,San Juan,San Juan County,53055,WA,Washington,48.5776,-122.9654,18001,"San Juan County, WA"
Madison,Madison,Madison County,12079,FL,Florida,30.4441,-83.4701,17986,"Madison County, FL"
Johnson,Johnson,Johnson County,47091,TN,Tennessee,36.4549,-81.8518,17982,"Johnson County, TN"
Burleson,Burleson,Burleson County,48051,TX,Texas,30.4925,-96.6215,17958,"Burleson County, TX"
Kalkaska,Kalkaska,Kalkaska County,26079,MI,Michigan,44.6847,-85.0902,17934,"Kalkaska County, MI"
Young,Young,Young County,48503,TX,Texas,33.1766,-98.6878,17903,"Young County, TX"
Schuyler,Schuyler,Schuyler County,36097,NY,New York,42.3938,-76.8752,17855,"Schuyler County, NY"
King William,King William,King William County,51101,VA,Virginia,37.7066,-77.0885,17845,"King William County, VA"
Unicoi,Unicoi,Unicoi County,47171,TN,Tennessee,36.1107,-82.4323,17845,"Unicoi County, TN"
Attala,Attala,Attala County,28007,MS,Mississippi,33.0863,-89.5815,17842,"Attala County, MS"
Bertie,Bertie,Bertie County,37015,NC,North Carolina,36.0663,-76.9788,17818,"Bertie County, NC"
Hughes,Hughes,Hughes County,46065,SD,South Dakota,44.389,-99.996,17812,"Hughes County, SD"
Eastland,Eastland,Eastland County,48133,TX,Texas,32.3271,-98.8323,17812,"Eastland County, TX"
Haywood,Haywood,Haywood County,47075,TN,Tennessee,35.5832,-89.2838,17806,"Haywood County, TN"
Winston,Winston,Winston County,28159,MS,Mississippi,33.0885,-89.0344,17741,"Winston County, MS"
Pike,Pike,Pike County,29163,MO,Missouri,39.3438,-91.1714,17719,"Pike County, MO"
Dickinson,Dickinson,Dickinson County,19059,IA,Iowa,43.378,-95.1508,17692,"Dickinson County, IA"
Avery,Avery,Avery County,37011,NC,North Carolina,36.0765,-81.9226,17679,"Avery County, NC"
Patrick,Patrick,Patrick County,51141,VA,Virginia,36.6783,-80.2844,17660,"Patrick County, VA"
Seward,Seward,Seward County,31159,NE,Nebraska,40.8724,-97.1395,17644,"Seward County, NE"
Polk,Polk,Polk County,47139,TN,Tennessee,35.1199,-84.5233,17620,"Polk County, TN"
Park,Park,Park County,8093,CO,Colorado,39.1194,-105.7172,17597,"Park County, CO"
Hancock,Hancock,Hancock County,17067,IL,Illinois,40.4038,-91.1647,17582,"Hancock County, IL"
Lee,Lee,Lee County,48287,TX,Texas,30.3107,-96.9657,17543,"Lee County, TX"
Northampton,Northampton,Northampton County,37131,NC,North Carolina,36.4178,-77.3969,17528,"Northampton County, NC"
Delaware,Delaware,Delaware County,19055,IA,Iowa,42.4712,-91.3673,17523,"Delaware County, IA"
Sharp,Sharp,Sharp County,5135,AR,Arkansas,36.1612,-91.4798,17422,"Sharp County, AR"
Chester,Chester,Chester County,47023,TN,Tennessee,35.4218,-88.6134,17392,"Chester County, TN"
Pitkin,Pitkin,Pitkin County,8097,CO,Colorado,39.2171,-106.9166,17325,"Pitkin County, CO"
Park,Park,Park County,30067,MT,Montana,45.4884,-110.5267,17320,"Park County, MT"
Drew,Drew,Drew County,5043,AR,Arkansas,33.5894,-91.72,17309,"Drew County, AR"
Henry,Henry,Henry County,1067,AL,Alabama,31.5147,-85.2414,17282,"Henry County, AL"
Humboldt,Humboldt,Humboldt County,32013,NV,Nevada,41.4068,-118.112,17266,"Humboldt County, NV"
Richland,Richland,Richland County,55103,WI,Wisconsin,43.3756,-90.4295,17256,"Richland County, WI"
Cook,Cook,Cook County,13075,GA,Georgia,31.154,-83.4305,17242,"Cook County, GA"
Morgan,Morgan,Morgan County,54065,WV,West Virginia,39.5604,-78.2578,17237,"Morgan County, WV"
Garrard,Garrard,Garrard County,21079,KY,Kentucky,37.6396,-84.5377,17175,"Garrard County, KY"
Ben Hill,Ben Hill,Ben Hill County,13017,GA,Georgia,31.7598,-83.2205,17169,"Ben Hill County, GA"
Franklin,Franklin,Franklin County,5047,AR,Arkansas,35.5124,-93.8906,17160,"Franklin County, AR"
Dallas,Dallas,Dallas County,29059,MO,Missouri,37.6804,-93.0237,17158,"Dallas County, MO"
Mariposa,Mariposa,Mariposa County,6043,CA,California,37.5815,-119.9054,17130,"Mariposa County, CA"
Clayton,Clayton,Clayton County,19043,IA,Iowa,42.8447,-91.3414,17123,"Clayton County, IA"
Manassas Park,Manassas Park,Manassas Park City,51685,VA,Virginia,38.7709,-77.4429,17123,"Manassas Park City, VA"
Union,Union,Union County,17181,IL,Illinois,37.4713,-89.2551,17122,"Union County, IL"
Mason,Mason,Mason County,21161,KY,Kentucky,38.5952,-83.8242,17068,"Mason County, KY"
Bristol,Bristol,Bristol City,51520,VA,Virginia,36.618,-82.1605,17036,"Bristol City, VA"
Arkansas,Arkansas,Arkansas County,5001,AR,Arkansas,34.2892,-91.3742,17024,"Arkansas County, AR"
Chickasaw,Chickasaw,Chickasaw County,28017,MS,Mississippi,33.9208,-88.9479,17024,"Chickasaw County, MS"
Gunnison,Gunnison,Gunnison County,8051,CO,Colorado,38.6667,-107.0316,17018,"Gunnison County, CO"
Tama,Tama,Tama County,19171,IA,Iowa,42.0798,-92.5326,17017,"Tama County, IA"
Falls,Falls,Falls County,48145,TX,Texas,31.2533,-96.9359,17013,"Falls County, TX"
Piscataquis,Piscataquis,Piscataquis County,23021,ME,Maine,45.8373,-69.2846,16936,"Piscataquis County, ME"
Lewis,Lewis,Lewis County,54041,WV,West Virginia,38.9959,-80.5022,16920,"Lewis County, WV"
Rabun,Rabun,Rabun County,13241,GA,Georgia,34.8818,-83.402,16915,"Rabun County, GA"
Robertson,Robertson,Robertson County,48395,TX,Texas,31.027,-96.5129,16912,"Robertson County, TX"
Marion,Marion,Marion County,5089,AR,Arkansas,36.2684,-92.6842,16905,"Marion County, AR"
Cooper,Cooper,Cooper County,29053,MO,Missouri,38.8435,-92.8101,16893,"Cooper County, MO"
McCreary,McCreary,McCreary County,21147,KY,Kentucky,36.7371,-84.4842,16892,"McCreary County, KY"
Scurry,Scurry,Scurry County,48415,TX,Texas,32.7463,-100.9164,16883,"Scurry County, TX"
Buckingham,Buckingham,Buckingham County,51029,VA,Virginia,37.5722,-78.5288,16869,"Buckingham County, VA"
Hardin,Hardin,Hardin County,19083,IA,Iowa,42.3839,-93.2404,16861,"Hardin County, IA"
