county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,county_full_with_state
Edgar,Edgar,Edgar County,17045,IL,Illinois,39.6786,-87.7456,16852,"Edgar County, IL"
Holmes,Holmes,Holmes County,28051,MS,Mississippi,33.1235,-90.0921,16848,"Holmes County, MS"
Cross,Cross,Cross County,5037,AR,Arkansas,35.2957,-90.7711,16827,"Cross County, AR"
Long,Long,Long County,13183,GA,Georgia,31.7526,-81.7458,16804,"Long County, GA"
Idaho,Idaho,Idaho County,16049,ID,Idaho,45.8441,-115.4675,16787,"Idaho County, ID"
Jackson,Jackson,Jackson County,5067,AR,Arkansas,35.5992,-91.2145,16784,"Jackson County, AR"
Warren,Warren,Warren County,17187,IL,Illinois,40.8488,-90.615,16760,"Warren County, IL"
Bond,Bond,Bond County,17005,IL,Illinois,38.8868,-89.4355,16750,"Bond County, IL"
Dixie,Dixie,Dixie County,12029,FL,Florida,29.6086,-83.1587,16737,"Dixie County, FL"
Madison,Madison,Madison County,5087,AR,Arkansas,36.011,-93.7246,16737,"Madison County, AR"
Lafayette,Lafayette,Lafayette County,55065,WI,Wisconsin,42.6605,-90.1317,16716,"Lafayette County, WI"
Rush,Rush,Rush County,18139,IN,Indiana,39.62,-85.4658,16716,"Rush County, IN"
Giles,Giles,Giles County,51071,VA,Virginia,37.3142,-80.7029,16711,"Giles County, VA"
Union,Union,Union County,46127,SD,South Dakota,42.8325,-96.656,16700,"Union County, SD"
Piatt,Piatt,Piatt County,17147,IL,Illinois,40.0103,-88.5911,16698,"Piatt County, IL"
Baker,Baker,Baker County,41001,OR,Oregon,44.7092,-117.6753,16685,"Baker County, OR"
Washburn,Washburn,Washburn County,55129,WI,Wisconsin,45.8992,-91.7912,16685,"Washburn County, WI"
La Paz,La Paz,La Paz County,4012,AZ,Arizona,33.7294,-113.9815,16681,"La Paz County, AZ"
Madison,Madison,Madison County,19121,IA,Iowa,41.3307,-94.0155,16609,"Madison County, IA"
Taylor,Taylor,Taylor County,54091,WV,West Virginia,39.336,-80.0462,16602,"Taylor County, WV"
Iowa,Iowa,Iowa County,19095,IA,Iowa,41.6863,-92.0655,16575,"Iowa County, IA"
Burnett,Burnett,Burnett County,55013,WI,Wisconsin,45.8627,-92.3676,16561,"Burnett County, WI"
Lee,Lee,Lee County,45061,SC,South Carolina,34.1633,-80.2545,16557,"Lee County, SC"
Richland,Richland,Richland County,38077,ND,North Dakota,46.2646,-96.9483,16548,"Richland County, ND"
Fountain,Fountain,Fountain County,18045,IN,Indiana,40.1209,-87.242,16468,"Fountain County, IN"
Alamosa,Alamosa,Alamosa County,8003,CO,Colorado,37.5729,-105.7883,16460,"Alamosa County, CO"
Socorro,Socorro,Socorro County,35053,NM,New Mexico,34.0072,-106.9303,16453,"Socorro County, NM"
Crawford,Crawford,Crawford County,19047,IA,Iowa,42.0372,-95.382,16450,"Crawford County, IA"
Clay,Clay,Clay County,19041,IA,Iowa,43.0826,-95.1509,16423,"Clay County, IA"
Potter,Potter,Potter County,42105,PA,Pennsylvania,41.7449,-77.8958,16390,"Potter County, PA"
Radford,Radford,Radford City,51750,VA,Virginia,37.1229,-80.5587,16379,"Radford City, VA"
Phillips,Phillips,Phillips County,5107,AR,Arkansas,34.4274,-90.8489,16373,"Phillips County, AR"
New Madrid,New Madrid,New Madrid County,29143,MO,Missouri,36.5946,-89.6517,16341,"New Madrid County, MO"
Parke,Parke,Parke County,18121,IN,Indiana,39.7736,-87.2064,16327,"Parke County, IN"
Wayne,Wayne,Wayne County,47181,TN,Tennessee,35.2399,-87.7881,16325,"Wayne County, TN"
Jasper,Jasper,Jasper County,28061,MS,Mississippi,32.0191,-89.1189,16320,"Jasper County, MS"
Atchison,Atchison,Atchison County,20005,KS,Kansas,39.5317,-95.3135,16309,"Atchison County, KS"
Fayette,Fayette,Fayette County,1057,AL,Alabama,33.7212,-87.7389,16297,"Fayette County, AL"
Brooks,Brooks,Brooks County,13027,GA,Georgia,30.842,-83.5802,16275,"Brooks County, GA"
Lawrence,Lawrence,Lawrence County,5075,AR,Arkansas,36.0412,-91.107,16258,"Lawrence County, AR"
Appomattox,Appomattox,Appomattox County,51011,VA,Virginia,37.3723,-78.8126,16253,"Appomattox County, VA"
Dade,Dade,Dade County,13083,GA,Georgia,34.8546,-85.5044,16239,"Dade County, GA"
Hill,Hill,Hill County,30041,MT,Montana,48.6282,-110.1112,16238,"Hill County, MT"
Lawrence,Lawrence,Lawrence County,21127,KY,Kentucky,38.0679,-82.7348,16228,"Lawrence County, KY"
Bayfield,Bayfield,Bayfield County,55007,WI,Wisconsin,46.5237,-91.2009,16214,"Bayfield County, WI"
Rockcastle,Rockcastle,Rockcastle County,21203,KY,Kentucky,37.3652,-84.316,16171,"Rockcastle County, KY"
Kanabec,Kanabec,Kanabec County,27065,MN,Minnesota,45.9452,-93.2934,16145,"Kanabec County, MN"
Wayne,Wayne,Wayne County,17191,IL,Illinois,38.4296,-88.4256,16127,"Wayne County, IL"
Crawford,Crawford,Crawford County,55023,WI,Wisconsin,43.2395,-90.931,16123,"Crawford County, WI"
Bates,Bates,Bates County,29013,MO,Missouri,38.2573,-94.34,16101,"Bates County, MO"
Sequatchie,Sequatchie,Sequatchie County,47153,TN,Tennessee,35.3712,-85.4106,16065,"Sequatchie County, TN"
Ashland,Ashland,Ashland County,55003,WI,Wisconsin,46.3149,-90.678,16041,"Ashland County, WI"
Otoe,Otoe,Otoe County,31131,NE,Nebraska,40.6485,-96.1348,15995,"Otoe County, NE"
Brunswick,Brunswick,Brunswick County,51025,VA,Virginia,36.7648,-77.859,15965,"Brunswick County, VA"
Casey,Casey,Casey County,21045,KY,Kentucky,37.3223,-84.9283,15942,"Casey County, KY"
Benton,Benton,Benton County,47005,TN,Tennessee,36.0698,-88.0683,15933,"Benton County, TN"
Leon,Leon,Leon County,48289,TX,Texas,31.2965,-95.9957,15928,"Leon County, TX"
Sevier,Sevier,Sevier County,5133,AR,Arkansas,33.9972,-94.2412,15913,"Sevier County, AR"
Van Buren,Van Buren,Van Buren County,5141,AR,Arkansas,35.5806,-92.5158,15900,"Van Buren County, AR"
Trinity,Trinity,Trinity County,6105,CA,California,40.6507,-123.1126,15889,"Trinity County, CA"
Aitkin,Aitkin,Aitkin County,27001,MN,Minnesota,46.6082,-93.4155,15859,"Aitkin County, MN"
Neosho,Neosho,Neosho County,20133,KS,Kansas,37.5585,-95.3068,15826,"Neosho County, KS"
Osage,Osage,Osage County,20139,KS,Kansas,38.6523,-95.7269,15787,"Osage County, KS"
Jefferson,Jefferson,Jefferson County,19101,IA,Iowa,41.0318,-91.9489,15785,"Jefferson County, IA"
Henry,Henry,Henry County,21103,KY,Kentucky,38.4485,-85.1189,15731,"Henry County, KY"
Grand,Grand,Grand County,8049,CO,Colorado,40.1026,-106.1183,15724,"Grand County, CO"
Richland,Richland,Richland County,17159,IL,Illinois,38.7124,-88.0851,15716,"Richland County, IL"
Mercer,Mercer,Mercer County,17131,IL,Illinois,41.2053,-90.7414,15692,"Mercer County, IL"
Pawnee,Pawnee,Pawnee County,40117,OK,Oklahoma,36.3169,-96.6992,15682,"Pawnee County, OK"
Nottoway,Nottoway,Nottoway County,51135,VA,Virginia,37.143,-78.0512,15638,"Nottoway County, VA"
Marquette,Marquette,Marquette County,55077,WI,Wisconsin,43.8196,-89.3987,15619,"Marquette County, WI"
Floyd,Floyd,Floyd County,19067,IA,Iowa,43.0599,-92.789,15601,"Floyd County, IA"
Carroll,Carroll,Carroll County,17015,IL,Illinois,42.0687,-89.9343,15594,"Carroll County, IL"
Jefferson,Jefferson,Jefferson County,13163,GA,Georgia,33.0549,-82.4182,15591,"Jefferson County, GA"
Pemiscot,Pemiscot,Pemiscot County,29155,MO,Missouri,36.2114,-89.7854,15555,"Pemiscot County, MO"
Clarke,Clarke,Clarke County,28023,MS,Mississippi,32.0414,-88.6894,15553,"Clarke County, MS"
De Witt,De Witt,De Witt County,17039,IL,Illinois,40.1746,-88.9041,15535,"De Witt County, IL"
Floyd,Floyd,Floyd County,51063,VA,Virginia,36.9316,-80.3625,15532,"Floyd County, VA"
Barbour,Barbour,Barbour County,54001,WV,West Virginia,39.133,-80.003,15527,"Barbour County, WV"
Union,Union,Union County,12125,FL,Florida,30.0439,-82.3714,15524,"Union County, FL"
Gooding,Gooding,Gooding County,16047,ID,Idaho,42.971,-114.8115,15520,"Gooding County, ID"
Brown,Brown,Brown County,18013,IN,Indiana,39.1962,-86.2274,15513,"Brown County, IN"
Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15494,"Marshall County, OK"
Vermillion,Vermillion,Vermillion County,18165,IN,Indiana,39.8538,-87.464,15488,"Vermillion County, IN"
Williamsburg,Williamsburg,Williamsburg City,51830,VA,Virginia,37.2693,-76.7076,15486,"Williamsburg City, VA"
Clark,Clark,Clark County,17023,IL,Illinois,39.3336,-87.7877,15467,"Clark County, IL"
Washington,Washington,Washington County,1129,AL,Alabama,31.4076,-88.2079,15434,"Washington County, AL"
Redwood,Redwood,Redwood County,27127,MN,Minnesota,44.4037,-95.2538,15428,"Redwood County, MN"
Moniteau,Moniteau,Moniteau County,29135,MO,Missouri,38.6328,-92.5831,15401,"Moniteau County, MO"
West Feliciana,West Feliciana,West Feliciana Parish,22125,LA,Louisiana,30.8798,-91.42,15358,"West Feliciana Parish, LA"
Grayson,Grayson,Grayson County,51077,VA,Virginia,36.6565,-81.2249,15356,"Grayson County, VA"
Tipton,Tipton,Tipton County,18159,IN,Indiana,40.3113,-86.0519,15328,"Tipton County, IN"
Lawrence,Lawrence,Lawrence County,17101,IL,Illinois,38.72,-87.7268,15302,"Lawrence County, IL"
Roseau,Roseau,Roseau County,27135,MN,Minnesota,48.7751,-95.8108,15294,"Roseau County, MN"
Kingfisher,Kingfisher,Kingfisher County,40073,OK,Oklahoma,35.9454,-97.9421,15290,"Kingfisher County, OK"
Page,Page,Page County,19145,IA,Iowa,40.7391,-95.1502,15225,"Page County, IA"
Torrance,Torrance,Torrance County,35057,NM,New Mexico,34.6405,-105.8508,15203,"Torrance County, NM"
Macon,Macon,Macon County,29121,MO,Missouri,39.8308,-92.5646,15173,"Macon County, MO"
Alleghany,Alleghany,Alleghany County,51005,VA,Virginia,37.7878,-80.0062,15159,"Alleghany County, VA"
Cleburne,Cleburne,Cleburne County,1029,AL,Alabama,33.6745,-85.5188,15144,"Cleburne County, AL"
Pecos,Pecos,Pecos County,48371,TX,Texas,30.781,-102.7235,15114,"Pecos County, TX"
Fleming,Fleming,Fleming County,21069,KY,Kentucky,38.3701,-83.6966,15111,"Fleming County, KY"
Jackson,Jackson,Jackson Parish,22049,LA,Louisiana,32.302,-92.5578,15093,"Jackson Parish, LA"
Missaukee,Missaukee,Missaukee County,26113,MI,Michigan,44.3374,-85.0947,15089,"Missaukee County, MI"
Arenac,Arenac,Arenac County,26011,MI,Michigan,44.0655,-83.8952,15031,"Arenac County, MI"
Jackson,Jackson,Jackson County,48239,TX,Texas,28.9542,-96.5776,15010,"Jackson County, TX"
Gulf,Gulf,Gulf County,12045,FL,Florida,29.9565,-85.2263,15002,"Gulf County, FL"
Mitchell,Mitchell,Mitchell County,37121,NC,North Carolina,36.0133,-82.1636,14989,"Mitchell County, NC"
Hamilton,Hamilton,Hamilton County,19079,IA,Iowa,42.3838,-93.7068,14979,"Hamilton County, IA"
Oglethorpe,Oglethorpe,Oglethorpe County,13221,GA,Georgia,33.8807,-83.0807,14974,"Oglethorpe County, GA"
Clay,Clay,Clay County,46027,SD,South Dakota,42.9146,-96.9756,14953,"Clay County, SD"
Sibley,Sibley,Sibley County,27143,MN,Minnesota,44.5795,-94.2321,14950,"Sibley County, MN"
Larue,Larue,Larue County,21123,KY,Kentucky,37.5458,-85.6979,14902,"Larue County, KY"
Jasper,Jasper,Jasper County,13159,GA,Georgia,33.3164,-83.6881,14882,"Jasper County, GA"
Clarke,Clarke,Clarke County,51043,VA,Virginia,39.1123,-77.9967,14882,"Clarke County, VA"
Bledsoe,Bledsoe,Bledsoe County,47007,TN,Tennessee,35.5964,-85.2051,14816,"Bledsoe County, TN"
Karnes,Karnes,Karnes County,48255,TX,Texas,28.9057,-97.8594,14805,"Karnes County, TX"
Gasconade,Gasconade,Gasconade County,29073,MO,Missouri,38.4409,-91.5079,14801,"Gasconade County, MO"
Jeff Davis,Jeff Davis,Jeff Davis County,13161,GA,Georgia,31.8056,-82.6368,14791,"Jeff Davis County, GA"
Pike,Pike,Pike County,17149,IL,Illinois,39.6225,-90.8863,14776,"Pike County, IL"
Nelson,Nelson,Nelson County,51125,VA,Virginia,37.7874,-78.8868,14773,"Nelson County, VA"
LaSalle,LaSalle,LaSalle Parish,22059,LA,Louisiana,31.6769,-92.1605,14764,"LaSalle Parish, LA"
Hale,Hale,Hale County,1065,AL,Alabama,32.7627,-87.6291,14742,"Hale County, AL"
Kossuth,Kossuth,Kossuth County,19109,IA,Iowa,43.2041,-94.2067,14718,"Kossuth County, IA"
Renville,Renville,Renville County,27129,MN,Minnesota,44.7268,-94.9471,14707,"Renville County, MN"
Nolan,Nolan,Nolan County,48353,TX,Texas,32.3035,-100.406,14657,"Nolan County, TX"
Pendleton,Pendleton,Pendleton County,21191,KY,Kentucky,38.6956,-84.3603,14638,"Pendleton County, KY"
Harrison,Harrison,Harrison County,19085,IA,Iowa,41.6829,-95.8168,14623,"Harrison County, IA"
Carbon,Carbon,Carbon County,56007,WY,Wyoming,41.6945,-106.9306,14609,"Carbon County, WY"
Mills,Mills,Mills County,19129,IA,Iowa,41.0334,-95.6213,14605,"Mills County, IA"
Gogebic,Gogebic,Gogebic County,26053,MI,Michigan,46.4087,-89.6943,14597,"Gogebic County, MI"
Falls Church,Falls Church,Falls Church City,51610,VA,Virginia,38.8847,-77.1751,14576,"Falls Church City, VA"
Fulton,Fulton,Fulton County,42057,PA,Pennsylvania,39.9254,-78.1127,14545,"Fulton County, PA"
Clay,Clay,Clay County,5021,AR,Arkansas,36.3682,-90.4176,14537,"Clay County, AR"
Moultrie,Moultrie,Moultrie County,17139,IL,Illinois,39.6415,-88.6193,14531,"Moultrie County, IL"
Harrison,Harrison,Harrison County,39067,OH,Ohio,40.2938,-81.0911,14528,"Harrison County, OH"
San Juan,San Juan,San Juan County,49037,UT,Utah,37.626,-109.8046,14524,"San Juan County, UT"
Dent,Dent,Dent County,29065,MO,Missouri,37.6066,-91.5079,14509,"Dent County, MO"
Cannon,Cannon,Cannon County,47015,TN,Tennessee,35.8087,-86.0617,14481,"Cannon County, TN"
Jefferson,Jefferson,Jefferson County,12065,FL,Florida,30.4375,-83.8953,14458,"Jefferson County, FL"
Wetzel,Wetzel,Wetzel County,54103,WV,West Virginia,39.6053,-80.6391,14431,"Wetzel County, WV"
Las Animas,Las Animas,Las Animas County,8071,CO,Colorado,37.3158,-104.0386,14422,"Las Animas County, CO"
Bourbon,Bourbon,Bourbon County,20011,KS,Kansas,37.8552,-94.8493,14405,"Bourbon County, KS"
Livingston,Livingston,Livingston County,29117,MO,Missouri,39.7821,-93.5483,14402,"Livingston County, MO"
Franklin,Franklin,Franklin County,16041,ID,Idaho,42.1811,-111.8132,14376,"Franklin County, ID"
Butler,Butler,Butler County,19023,IA,Iowa,42.7316,-92.7902,14376,"Butler County, IA"
Cedar,Cedar,Cedar County,29039,MO,Missouri,37.7238,-93.8566,14314,"Cedar County, MO"
Smith,Smith,Smith County,28129,MS,Mississippi,32.0177,-89.5067,14310,"Smith County, MS"
Choctaw,Choctaw,Choctaw County,40023,OK,Oklahoma,34.0266,-95.5522,14285,"Choctaw County, OK"
Knott,Knott,Knott County,21119,KY,Kentucky,37.354,-82.9541,14282,"Knott County, KY"
Saline,Saline,Saline County,31151,NE,Nebraska,40.5241,-97.1409,14275,"Saline County, NE"
Hardy,Hardy,Hardy County,54031,WV,West Virginia,39.0075,-78.858,14249,"Hardy County, WV"
Noble,Noble,Noble County,39121,OH,Ohio,39.766,-81.4555,14216,"Noble County, OH"
York,York,York County,31185,NE,Nebraska,40.8727,-97.5971,14212,"York County, NE"
Clay,Clay,Clay County,1027,AL,Alabama,33.269,-85.8605,14209,"Clay County, AL"
Claiborne,Claiborne,Claiborne Parish,22027,LA,Louisiana,32.8227,-92.9958,14203,"Claiborne Parish, LA"
Rusk,Rusk,Rusk County,55107,WI,Wisconsin,45.4751,-91.1332,14179,"Rusk County, WI"
Trigg,Trigg,Trigg County,21221,KY,Kentucky,36.8064,-87.8733,14154,"Trigg County, KY"
Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803,14145,"Calhoun County, SC"
Craig,Craig,Craig County,40035,OK,Oklahoma,36.7617,-95.2085,14144,"Craig County, OK"
O'Brien,O'Brien,O'Brien County,19141,IA,Iowa,43.0838,-95.6249,14138,"O'Brien County, IA"
Estill,Estill,Estill County,21065,KY,Kentucky,37.6924,-83.9643,14138,"Estill County, KY"
Massac,Massac,Massac County,17127,IL,Illinois,37.2189,-88.7076,14135,"Massac County, IL"
Swain,Swain,Swain County,37173,NC,North Carolina,35.4868,-83.4928,14130,"Swain County, NC"
Atoka,Atoka,Atoka County,40005,OK,Oklahoma,34.3737,-96.0378,14117,"Atoka County, OK"
Wadena,Wadena,Wadena County,27159,MN,Minnesota,46.5858,-94.9694,14108,"Wadena County, MN"
Dickenson,Dickenson,Dickenson County,51051,VA,Virginia,37.1258,-82.3504,14089,"Dickenson County, VA"
McKenzie,McKenzie,McKenzie County,38053,ND,North Dakota,47.7402,-103.3953,14081,"McKenzie County, ND"
Price,Price,Price County,55099,WI,Wisconsin,45.6804,-90.3614,14066,"Price County, WI"
Nantucket,Nantucket,Nantucket County,25019,MA,Massachusetts,41.2831,-70.0692,14065,"Nantucket County, MA"
Allamakee,Allamakee,Allamakee County,19005,IA,Iowa,43.2843,-91.3781,14046,"Allamakee County, IA"
Roane,Roane,Roane County,54087,WV,West Virginia,38.714,-81.3483,14027,"Roane County, WV"
Screven,Screven,Screven County,13251,GA,Georgia,32.7506,-81.612,14026,"Screven County, GA"
Reeves,Reeves,Reeves County,48389,TX,Texas,31.323,-103.693,14022,"Reeves County, TX"
Pennington,Pennington,Pennington County,27113,MN,Minnesota,48.0662,-96.0367,13995,"Pennington County, MN"
Crockett,Crockett,Crockett County,47033,TN,Tennessee,35.8135,-89.1395,13955,"Crockett County, TN"
Faribault,Faribault,Faribault County,27043,MN,Minnesota,43.6739,-93.948,13931,"Faribault County, MN"
Ketchikan Gateway,Ketchikan Gateway,Ketchikan Gateway Borough,2130,AK,Alaska,55.5852,-130.9282,13910,"Ketchikan Gateway Borough, AK"
Zapata,Zapata,Zapata County,48505,TX,Texas,27.0008,-99.1686,13896,"Zapata County, TX"
Walthall,Walthall,Walthall County,28147,MS,Mississippi,31.1484,-90.1061,13888,"Walthall County, MS"
Lamar,Lamar,Lamar County,1075,AL,Alabama,33.7791,-88.097,13885,"Lamar County, AL"
Callahan,Callahan,Callahan County,48059,TX,Texas,32.2976,-99.3735,13869,"Callahan County, TX"
Morgan,Morgan,Morgan County,39115,OH,Ohio,39.6204,-81.8527,13851,"Morgan County, OH"
Morgan,Morgan,Morgan County,21175,KY,Kentucky,37.9223,-83.2589,13840,"Morgan County, KY"
Murray,Murray,Murray County,40099,OK,Oklahoma,34.4823,-97.0679,13837,"Murray County, OK"
Chowan,Chowan,Chowan County,37041,NC,North Carolina,36.1508,-76.6079,13835,"Chowan County, NC"
White,White,White County,17193,IL,Illinois,38.0875,-88.1796,13834,"White County, IL"
Newton,Newton,Newton County,18111,IN,Indiana,40.9558,-87.3976,13829,"Newton County, IN"
Madison,Madison,Madison County,51113,VA,Virginia,38.4137,-78.2792,13828,"Madison County, VA"
Washington,Washington,Washington County,17189,IL,Illinois,38.3522,-89.4105,13781,"Washington County, IL"
Glacier,Glacier,Glacier County,30035,MT,Montana,48.7051,-112.9947,13781,"Glacier County, MT"
Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.406,-85.1972,13753,"Calhoun County, FL"
Izard,Izard,Izard County,5065,AR,Arkansas,36.0949,-91.9134,13748,"Izard County, AR"
Trinity,Trinity,Trinity County,48455,TX,Texas,31.0888,-95.1355,13735,"Trinity County, TX"
Converse,Converse,Converse County,56009,WY,Wyoming,42.9723,-105.5072,13729,"Converse County, WY"
Stewart,Stewart,Stewart County,47161,TN,Tennessee,36.5012,-87.8384,13724,"Stewart County, TN"
Oglala Lakota,Oglala Lakota,Oglala Lakota County,46102,SD,South Dakota,43.3355,-102.5516,13695,"Oglala Lakota County, SD"
Greene,Greene,Greene County,28041,MS,Mississippi,31.2142,-88.6392,13672,"Greene County, MS"
Winn,Winn,Winn Parish,22127,LA,Louisiana,31.9442,-92.6369,13665,"Winn Parish, LA"
Comanche,Comanche,Comanche County,48093,TX,Texas,31.948,-98.5582,13651,"Comanche County, TX"
Breathitt,Breathitt,Breathitt County,21025,KY,Kentucky,37.5216,-83.3241,13580,"Breathitt County, KY"
Pend Oreille,Pend Oreille,Pend Oreille County,53051,WA,Washington,48.5323,-117.274,13570,"Pend Oreille County, WA"
Madison,Madison,Madison County,48313,TX,Texas,30.9655,-95.9284,13556,"Madison County, TX"
Grundy,Grundy,Grundy County,47061,TN,Tennessee,35.3884,-85.7226,13550,"Grundy County, TN"
Martinsville,Martinsville,Martinsville City,51690,VA,Virginia,36.6827,-79.8636,13539,"Martinsville City, VA"
Fremont,Fremont,Fremont County,16043,ID,Idaho,44.2288,-111.4819,13519,"Fremont County, ID"
Archuleta,Archuleta,Archuleta County,8007,CO,Colorado,37.1935,-107.0483,13509,"Archuleta County, CO"
Union,Union,Union County,21225,KY,Kentucky,37.6584,-87.9454,13495,"Union County, KY"
Hamilton,Hamilton,Hamilton County,12047,FL,Florida,30.4964,-82.9479,13492,"Hamilton County, FL"
Ford,Ford,Ford County,17053,IL,Illinois,40.5972,-88.2233,13484,"Ford County, IL"
Hughes,Hughes,Hughes County,40063,OK,Oklahoma,35.0484,-96.2502,13409,"Hughes County, OK"
Monroe,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829,13401,"Monroe County, OH"
Shoshone,Shoshone,Shoshone County,16079,ID,Idaho,47.3529,-115.8924,13399,"Shoshone County, ID"
Osage,Osage,Osage County,29151,MO,Missouri,38.4604,-91.8618,13374,"Osage County, MO"
Buffalo,Buffalo,Buffalo County,55011,WI,Wisconsin,44.3798,-91.7545,13329,"Buffalo County, WI"
Johnson,Johnson,Johnson County,17087,IL,Illinois,37.4597,-88.8809,13313,"Johnson County, IL"
Bamberg,Bamberg,Bamberg County,45009,SC,South Carolina,33.2148,-81.0543,13311,"Bamberg County, SC"
Amelia,Amelia,Amelia County,51007,VA,Virginia,37.336,-77.9761,13309,"Amelia County, VA"
Jackson,Jackson,Jackson County,20085,KS,Kansas,39.4168,-95.7937,13274,"Jackson County, KS"
Clay,Clay,Clay County,17025,IL,Illinois,38.7542,-88.4902,13248,"Clay County, IL"
Moffat,Moffat,Moffat County,8081,CO,Colorado,40.6184,-108.2074,13232,"Moffat County, CO"
Mono,Mono,Mono County,6051,CA,California,37.9391,-118.8868,13219,"Mono County, CA"
Crenshaw,Crenshaw,Crenshaw County,1041,AL,Alabama,31.7315,-86.3136,13205,"Crenshaw County, AL"
Crawford,Crawford,Crawford County,26039,MI,Michigan,44.6837,-84.6103,13197,"Crawford County, MI"
